Account,User Name,Followers at Posting,Created,Type,Likes,Comments,Views,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Total Interactions,Overperforming Score
Medium Apryl Nicole,mediumaprylnicole,N/A,2020-07-27 14:05:05 PDT,Photo,99,3,0,https://www.instagram.com/p/CDKPOSvJIA_/,https://www.instagram.com/p/CDKPOSvJIA_/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/115911244_3091702684247900_8928448469296560889_n.jpg?_nc_cat=103&_nc_sid=8ae9d6&_nc_ohc=2_C0R-Rw9REAX_U86VT&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=3af7d9557dfcae546f5b9535ee5c0524&oe=5F972BC9,,"#Repost @celestecclark
・・・
i’ll make a thousand more graphics if it means even one person will stand up.
full steam ahead. 
@ourrescue is hosting peaceful (and safe) demonstrations throughout all of America this thursday in hopes to #savethechildren and bring awareness on human trafficking - i’ll link the locations in my stories.
wear blue! bring awareness through your inner circles, social media, however. use your voice for the voiceless 🤍
#riseup #endchildtrafficking",JULT30 get Loud ud @celestecclark,,,102,-2.98
DERMA BEAUTY AESTHETICS,dermabeautyaesthetics,N/A,2020-07-29 18:58:24 PDT,Photo,88,8,0,https://www.instagram.com/p/CDP6YZ4Fcl4/,https://www.instagram.com/p/CDP6YZ4Fcl4/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/116042060_1418188458351763_6170349293876913918_n.jpg?_nc_cat=104&_nc_sid=8ae9d6&_nc_ohc=o7ktYpdljk4AX9Xn9jv&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=e5bd7802f9f2235e86d67eccb531130a&oe=5F980BAA,,"PLEASE SHARE TOMORROW IS THE DAY!!!!! 

💙July 30th is officially World Day Against Trafficking in Persons or World Day Against Trafficking.

Children can’t protest or march in the streets, so WE need to STAND UP and be their voice. Demonstrations help raise awareness about child slavery and the importance of government action in the interest of victims of trafficking. We encourage everyone to take action to prevent this heinous crime.💙

2020 has been a horrific year for our children. Since COVID-19 hit, The National Center for Missing & Exploited Children (NCMEC) has experienced a 90.46% increase in CyberTipline reports between January - June 2020 versus the same time period in 2019, and the numbers are rising!! 

💙NOW IS THE TIME TO RISE UP & BE A VOICE FOR THE VOICELESS 💙

#OURrescue #RISEUP #EndHumanTrafficking #RiseUpForChildren #GetLoud 
#endchildtrafficking #endchildsextrafficking #savethechildren #orangecounty #losangeles #worldwide #childtrafficking #childtraffickingawareness #childtraffickingmuststop 
#repost",SPEAK UP JULY 30TH WORLD HUMAN TRAFFICKING AWARENESS DAY WEAR BLUE BLUE IS INTERNATIONALLY RECOGNIZED AS THE UNIVERSAL COLOR FOR HUMAN TRAFFICKING PREVENTION TEXT HELPTHEM TO 51555 USE YOUR SOCIAL MEDIA PLATFORMS TO RAISE AWARENESS,,,96,1.37
ɴɪQᴜɪɴᴍᴀᴄʜɪʟᴛɪᴢ ᴍᴇʟᴀʜᴜᴀᴄ,khalifwarrior,N/A,2020-08-18 12:39:57 PDT,IGTV,88,6,958,https://www.instagram.com/tv/CECtA1ngRAc/,https://www.instagram.com/tv/CECtA1ngRAc/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/118049022_141338234299141_614222589353791304_n.jpg?_nc_cat=110&ccb=2&_nc_sid=8ae9d6&_nc_ohc=sfYkSP1fOegAX8OATcb&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=cebf0f520e7dd9a19d9491346c738424&oe=5FE7F180,Documentary Exposing Child Kidnapping And Trafficking,"⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀   ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
#Famous musicians Chris Cornell and Chester Bennington were working on a documentary to expose the trafficking of #children, then they ended up dead and the project was killed.
  ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀   ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
http://themillenniumreport.com/2017/06/chris-cornell-was-about-to-expose-elite-pedophile-ring-before-he-died/
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
https://anonhq.com/superstar-dj-avicii-found-dead-after-exposing-pedophile-ring/
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
http://imowired.com/clinton-ties-to-the-cornell-bennington-suicides-podesta-pedo-ring/
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
https://crazzfiles.com/chester-benningtons-friend-he-was-murdered-by-elite-pedophiles/
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
#endhumantrafficking #endchildtrafficking #expose #pedogate #pedowood #investigate #podestaemails #TedGunderson #IsaacKappy #wakeup #people #redpill #usa #america #world #news #reality #truth #awareness #light #weareone #love #life #saveourchildren",The Silent Children,,,94,13.43
Andy Vargas,andyvargasofficial,9980,2020-07-30 16:39:22 PDT,Photo,93,1,0,https://www.instagram.com/p/CDSPQ_wFLNP/,https://www.instagram.com/p/CDSPQ_wFLNP/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/116205801_211304986952476_7778959939698775349_n.jpg?_nc_cat=107&_nc_sid=8ae9d6&_nc_ohc=TeZSk_f0PNoAX-vjvqe&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=638ebbff6997b06ed111b5088045f656&oe=5F478A7E,,"Hello everyone!! Today is #humantraffickingawareness day... 
We need to make more people aware of this!! 
Please share!!!! 

Child trafficking is very real and prevalent. Please don’t bury your head in the sand, wake up and do the research. We need to do more for our children, we need to raise our voices and grab the media’s attention! Why is this not on the forefront of every media outlet? Over 2 million children missing and being trafficked. This is critical and tragic. This should shake you to your core! Please tag your media and government officials, Rise Up with us!
➡️order your shirt or make a donation to @ourrescue 

➡️ order a HOPE essential oil roller here  https://www.nicolemarievargas.com/about all proceeds go to @ourrescue learn how these rollers are saving children on site listed above. 

.
.
➡️please watch Operation Toussaint, documentary filmed of an actual child trafficking rescue by @timballard89 and his @ourrescue team!
.
➡️locate a demonstration in your area on July 30 & get Loud!
.
.➡️band together with friends and post on social media, make as much noise as you can!
.
.
.

#whereareallthechildren #stopchildtrafficking #enditmovement #savethechildren #endchildslavery #dobetter #makenoise #getloud #july30 #luxewithgrace #iact #spreadlight #ourrescue #riseup #bealight #awareness #enditmovement❌ #endchildtrafficking",,,,94,-1.57
PupocoARTS Shop | Calligraphy,pupocoarts,N/A,2020-07-31 16:01:18 PDT,Photo,77,2,0,https://www.instagram.com/p/CDUvtD5luL5/,https://www.instagram.com/p/CDUvtD5luL5/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/117058713_582599415978845_3441199566432256597_n.jpg?_nc_cat=107&_nc_sid=8ae9d6&_nc_ohc=C5DgTY9cSo0AX-3yzlh&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=b58eb96902937f50c4abb463257cbac9&oe=5F99B83E,,"CHILD TRAFFICKING FACTS

-Child trafficking affects every country in the world. Children make up 27% of all human trafficking victims worldwide, and two out of every three identified child victims are girls.

-A majority of the time, victims are trafficked by someone they know, such as a friend, family member or romantic partner.

-Approximately 95% of trafficked victims are female: most under the age of 25. Of note, in Canada, indigenous women are disproportionately affected. Although indigenous people make up approximately 4% of the population, they account for approximately 50% of sex trafficking victims.

- Boys and men are just as likely to be victims of human trafficking as girls and women. However, they are less likely to be identified and reported. Girls and boys are often subject to different types of trafficking, for instance, girls may be trafficked for forced marriage and sexual exploitation, while boys may be trafficked for forced labor or recruitment into armed groups.

-Human trafficking can include forced labor, domestic servitude, organ trafficking, debt bondage, recruitment of children as child soldiers, and/or sex trafficking and forced prostitution. 

-Although the idea of trafficking can invoke a nefarious vision of a victim being transported across borders under cover of darkness, the reality is often far different. Trafficking victims are not necessarily moved across international borders and approximately 94% of the cases of sex trafficking identified in Canada have occurred within its borders.

-Trafficking can involve force, but people can also be trafficked through threats, coercion, or deception. People in trafficking situations  can be controlled through drug addiction, violent relationships, manipulation, lack of financial independence, or  isolation from family or friends, in addition to physical restraint or harm.

#endchildtrafficking #savethechildren #childtrafficking #wherearethechildren",,,,79,-2.1
MirabelCentreNG,mirabelcentreng,6865,2020-08-10 08:05:40 PDT,Photo,68,10,0,https://www.instagram.com/p/CDtpOLRlJr4/,https://www.instagram.com/p/CDtpOLRlJr4/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/117235162_908101803034691_7561670334518880376_n.jpg?_nc_cat=100&_nc_sid=8ae9d6&_nc_ohc=Q0GvUydXwqsAX9TlbZL&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=9477c696396f6b304f5fb3a711c98837&oe=5F83F066,,"Adewunmi Lawal has reportedly gone into hiding after allegedly raping a neighbour's daughter in Itele, Ado-Odo/Ota LGA of Ogun State. 
 
This happened 2 days after the victim's mother, who is a widow, had to travel leaving the teenager and her siblings at home. 
 
It was alleged that he broke into the house at night and raped her. She informed her mother after, who asked her to report to a human rights organization. 
 
The matter was also reported at the Police Station, but efforts to apprehend Adewunmi have been unsuccessful for two months since he left home at 4am on June 7th, 2020. The incident happened on June 6th, 2020  
 
The case has been transferred to the State Criminal Investigation and Intelligence Department and Adewunmi is on the police's watchlist.

If you see something, say something.
•
•
•

#endrape #endrapeculture #endsexualviolence #endsexualassault #respectboundaries #bodyautonomy #endsexualviolenceagainstchildren #endchildabuse #endchildtrafficking #endchildsexualabuse #protectchildren #listentochildren #affirmchildren #believechildren #communicatewithchildren #educatechildren #childrenrightsarehumanrights #childreninNigeria #childrencannotgiveconsent #childprotectiontips #childrightsact #thelawandabuse #sexualassaultreferralcentre #OgunState #MirabelCentreNG","HOME PUNCH JUST IN NEWS COVID- 19 UPDATES 7'0 METROPLUS Ogun engineer allegedly breaks into neighbour's house, rapes daughter Published August 2020",,,78,1.22
DERMA BEAUTY AESTHETICS,dermabeautyaesthetics,N/A,2020-07-30 16:01:18 PDT,Photo,68,7,0,https://www.instagram.com/p/CDSK6LQFqiB/,https://www.instagram.com/p/CDSK6LQFqiB/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/116282581_339937253841025_9216352803563228184_n.jpg?_nc_cat=105&_nc_sid=8ae9d6&_nc_ohc=qTLBq8w5xfYAX8-A0qG&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=84a54f8800e1472ba6c8813b4e05a482&oe=5F966C51,,"“Nothing happens just because we are aware of human trafficking, but nothing will ever happen until we are. ”
💙💙💙💙💙💙💙💙💙💙💙

If you can’t raise your voices in person, you can help donate to the this special cause. Today & Tomorrow 50% of all of our store proceeds will go to @ourrescue @timballard89 

We encourage you to visit their website & social media page, if you want to donate directly. They are doing “God’s Work” for these innocent children, the voiceless. Please make a difference today buy donating to this cause. No amount it too little. Everything counts. 

LINK IN BIO TO SHOP or VISIT US AT 
www.dermabeautystore.com 

#endchildtrafficking #endworldhumantrafficking #savethechildren #endtraffickingnow #endtrafficking #bloggers #influencers #endsexualassault #enditmovement❌ #orangecounty #huningtonbeach #sanclemente #costamesa #skinfluencer #riseuptogether #riseupforchildren #doyourpart #worlddayagainsttrafficking #worlddayagainsttraffickinginpersons",ITS TIME TO RISEUP FOR CHINDREN 50% OF ALL PROCEEDS WILL BE DONATED TO OUR RESCUE FROM JULY 30TH 31ST SHOP FOR A CAUSE HERE JOIN THE MISSION TO BRINGAWARNESS AND HELP THOSE THAT DO NOT HAVE VOICE. GETLOUD,,,75,1.07
Modern Day Mujeres Podcast,moderndaymujeres,1936,2020-07-30 08:01:10 PDT,Photo,70,1,0,https://www.instagram.com/p/CDRT9lXsFrd/,https://www.instagram.com/p/CDRT9lXsFrd/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/116483877_307962180401496_174148911152204470_n.jpg?_nc_cat=106&_nc_sid=8ae9d6&_nc_ohc=fL_KpJsoxSIAX-2puUj&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=c11f3886f4f4b5c74ae6fd7fef2718ff&oe=5F4887EB,,"“I’ll make a thousand more graphics if it means even one person will stand up.
full steam ahead. 
@ourrescue is hosting peaceful (and safe) demonstrations throughout all of America this thursday in hopes to #savethechildren and bring awareness on human trafficking - locations are all on @ourrescue page. 
(There is one that will be happening here in Dallas, TX!)
wear blue! bring awareness through your inner circles, social media, however. use your voice for the voiceless 🤍”
#riseup #endchildtrafficking
•
•
#Repost @celestecclark",,,,71,-1.21
John O'Leary,johnoleary.inspires,12518,2020-12-10 06:05:17 PST,Photo,69,0,0,https://www.instagram.com/p/CInrSpGpkMY/,https://www.instagram.com/p/CInrSpGpkMY/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/130310027_384349339487612_7652794823847876791_n.jpg?_nc_cat=108&ccb=2&_nc_sid=8ae9d6&_nc_ohc=hS5M1j98js4AX9SiP7h&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=05874f51aea96231b5c3342a10839c1b&oe=5FF98104,,"In 2019, there were 69 million files of child sexual abuse material reported to the National Center for Missing & Exploited Children (@missingkids).

As CEO of @thorn, a non-profit founded by @aplusk and @demimoore, Julie Cordua is driving innovation to connect the tech industry, law enforcement and government to end the viral distribution of abusive material and rescue children faster.

Today, Julie shares how they are equipping the front lines and what we can all do to tackle this epidemic.

Listen to #LiveInspired Podcast ep. 314 anywhere you stream podcasts. Links in bio.
.
.
.
.
.
#juliecordua #knowwhatyoushare #defendhappineess #ChildTraffickingFacts  #ShareOnlyFacts #EndChildTrafficking #DefendFacts",JOHN LIVE INSPIRED O'LEARY Podcast,,,69,-2.74
Guardian Group,guardiangroupus,11812,2021-01-21 18:00:49 PST,Photo,68,0,0,https://www.instagram.com/p/CKVGkIYliFC/,https://www.instagram.com/p/CKVGkIYliFC/,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-15/140868549_759591208288936_3846730821978482907_n.jpg?_nc_cat=111&ccb=2&_nc_sid=8ae9d6&_nc_ohc=I3KMsfBz7gIAX9ECykS&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=ad1667ded44a9824c60137d4234d0012&oe=602EA69A,,"With more than 170,000 homeless youth in the US around 34,000 could become victims of trafficking. 
...
In a recent study that interviewed 641 homeless youth:
◾️ 14% had been trafficked for sex
◾️ 91% reported they had been approached by someone offering an opportunity that was ""too good to be true.""
◾️ 19% had engaged in survival sex (trading sex for something you need to survive - food, shelter, etc...)
◾️ 79% had a history of foster care- aging out of the system makes a young person more vulnerable to traffickers and survival sex. 
...
We must do better to protect our young people. Join us on January 28th for a virtual training to learn more. Registration link in bio. 
...
Stats provided by ModernSlaveryResearch.org
...
#iamaguardian #sextrafficking #humantrafficking #lawenforcement #police #endit #humantraffickingawareness #endtrafficking #stoptrafficking #endchildabuse #endchildtrafficking #moderndayslavery #nonprofit #charity #veteran #countersextrafficking #jointhefight #humanrights #enditmovement #justice #awareness #childtrafficking #military #humantraffickingawarenessmonth2021 #humantraffickingawarenessmonth #nationalhumantraffickingawarenessmonth #humantraffickinghotline",ESTIMATED 1 IN 5 HOMELESS YOUTH ARE VICTIMS OF HUMAN TRAFFICKING (COVENANT HOUSE NEW YORK 2017),,,68,-2.79
All Bay Music Magazine,allbaymusic,50977,2020-08-11 17:35:39 PDT,Photo,65,3,0,https://www.instagram.com/p/CDxPPsupSRm/,https://www.instagram.com/p/CDxPPsupSRm/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/117232890_938666029974809_6271342573748147529_n.jpg?_nc_cat=108&_nc_sid=8ae9d6&_nc_ohc=gnKL23jDcAIAX-fr0bw&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=1176fd3938236741999affcba78e2f3d&oe=5F841943,,"Emmy Tayler could be a key witness in the 2021 trial against Maxwell for recruiting underage girls. The British former assistant of Ghislaine Maxwell, the disgraced socialite recently arrested for recruiting underage girls for Jeffrey Epstein’s alleged sex-trafficking ring, has just left the United Kingdom, the New York Post reports.

This is a crucial piece of news because the assistant, Emmy Tayler, could be a key witness in Ghislaine’s trial, which is slated to begin in New York City in July 2021. The trial promises to provide explosive revelations of the inner workings of Epstein’s sex crimes, which Maxwell is believed to have overseen as an effective madam servicing the needs of her predatory boss, friend and former lover. 

For her part, Ghislaine Maxwell’s assistant is thought to have aided in the sex-abuse grooming of Epstein’s victims.

#repost from @knowknewz #news #childtrafficking #childmolestationawareness #childmolester #endchildtrafficking #stopchildtrafficking #allbayforjustice #allbaymusic",Ghislaine Maxwell's assistant flees the UK amid reports Ghislaine used to stalk art galleries to snare beautiful girls for Jeffrey Epstein k KNEWZ.COM RANDALL RYAN UPDATED TODAY Twitter Facebook in Linkedln,,,68,-1.49
Judah Ray,judah.ray,N/A,2020-08-09 14:08:14 PDT,Album,58,6,0,https://www.instagram.com/p/CDrt60Phj6r/,https://www.instagram.com/p/CDrt60Phj6r/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/117226073_729306854314192_294397729077625856_n.jpg?_nc_cat=100&_nc_sid=8ae9d6&_nc_ohc=cl3cqu9ucr0AX8_g7WM&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=ecef123429c1a5a508af70988768301c&oe=5F9923D2,,"Sorry everyone. I ghosted this account. Took time from social media to go from being a screenwriter, to filming my screenplays as a Director... and to start working in philanthropy. I’m back, and in a whole new way! Look for posts about my films... it mostly posts about #savethechildren and here the small look at the next push #100citymarch please help support us, tag a friend, post about the rally in your city. @cdogg22 please help spread the word. We’d love to get you involved. 
•••
#stoppedophilia #marchagainstchildtrafficing #childtrafficking #childtraffickingawareness #stopchildtrafficking #stopchildsextrafficking #endchildtrafficking #makeadiffernece #beheard #jointhegoodfight #endhumantrafficking",,,,64,1.39
Zen🙏ddha,zen_ddha,N/A,2020-07-02 11:44:16 PDT,Photo,58,1,0,https://www.instagram.com/p/CCJnPFLpaZJ/,https://www.instagram.com/p/CCJnPFLpaZJ/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/106092223_585868825401873_6103422907858065633_n.jpg?_nc_cat=102&_nc_sid=8ae9d6&_nc_ohc=O-8fCwQh-H0AX9_3ejq&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=4d7e9f371706adb8bd3dd38209412257&oe=5F97066D,,"All humor aside...., Let’s pray 🙏 they keep her alive and she starts naming names.  We need to end child trafficking now and expose those involved!  #savethechildren #endchildtrafficking",BREAKING NEWS: GHISLAINE MAXWELL WAS ARRESTED CONION APPAREL CED AANNND SHE'S DEAD,,,59,-1.59
Benita | Empath,benitacloward,2246,2020-07-30 14:27:04 PDT,Photo,47,10,0,https://www.instagram.com/p/CDSAH9CBhBd/,https://www.instagram.com/p/CDSAH9CBhBd/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/116517508_128386485605973_274080670978944822_n.jpg?_nc_cat=111&_nc_sid=8ae9d6&_nc_ohc=MhN1cyTQCcEAX9ml95q&_nc_oc=AQljrIJX0OKWl9usBl5VlKedbUf2gkiW2-ueby2meNZOat0looygcHkOrnIf2FTNLwk&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=6bae53f1828a86ba79d20c7088468e20&oe=5F935FF0,,"“Human trafficking is complex and dynamic. It is widespread but exact numbers are hard to come by. It follows patterns, but every situation is also unique. There is so much more to learn, and so much misinformation already out there. Here’s what we really know.⁣
⁣
In 2018, Polaris worked on 10,949 cases of human trafficking reported to the Polaris-operated U.S. National Human Trafficking Hotline. These cases involved 23,078 individual survivors; nearly 5,859 potential traffickers and 1,905 trafficking businesses. Human trafficking is notoriously underreported. Shocking as these numbers are, they are likely only a fraction of the actual problem.⁣
⁣
⁣
𝗪𝐡𝐨 𝐢𝐬 𝐯𝐮𝐥𝐧𝐞𝐫𝐚𝐛𝐥𝐞?⁣
⁣
Human trafficking can happen to anyone but some people are more vulnerable than others. Significant risk factors include recent migration or relocation, substance use, mental health concerns, involvement with the child welfare system and being a runaway or homeless youth. Often, traffickers identify and leverage their victims’ vulnerabilities in order to create dependency.”

@polarisproject 

While today is not Human Trafficking awareness - wear blue - day (Jan 11), it’s #worlddayagainsttrafficking and we cannot bring enough awareness to this evil happening DAILY in our world! 

#wearblueday @ourrescue #endchildtrafficking",,,,57,-1.11
per ardua ad astra.,heavenvanilla,N/A,2020-08-24 14:11:29 PDT,Video,34,6,272,https://www.instagram.com/p/CESUsi-H_V-/,https://www.instagram.com/p/CESUsi-H_V-/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/118160961_1200638080314187_2464805276130169849_n.jpg?_nc_cat=104&_nc_sid=8ae9d6&_nc_ohc=0_DnYYXEn0YAX-AqiXX&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=50a82e51a135b2249bda148c48e574d0&oe=5F918CF3,,"Some important announcements. Please spread the news and share this. Human trafficking is a pandemic affecting our country and our world right now, the news and mainstream media and celebrities with big platforms are suspiciously staying silent. We can’t stay silent! #saveourchildren #roleprey #endchildtrafficking #endhumantrafficking #childtrafficking #taylorswift  #piechallenge #hollywood • @taylorswift  Please Taylor, I know you  care and can speak up about it just the same you did with BLM and LGBT, we are challenging you to do the #pieyourfacechallenge . Just imagine the great impact you will make talking about the child trafficking industry most of your peers stay silent about. And I am also challenging everyone of you to either spread the news about this film and campaign, participate in the pie challenge using the hashtag pieyourfacechallenge or donate (link in my bio 💛). We need to be a light in the darkness, help me fight this and encourage conversation with your friends and followers. The MSM can’t be silent for too long. @acclaimfilms_usa @elexisansley @ourrescue @treepaine (I know you are Taylor’s PR please inform Taylor that we are nominating her on the pie challenge and maybe to spread awareness of child trafficking and this fundraising campaign/film, we want to reach everyone out; it’s kind of sad the mainstream media is silent about it. All love.)",,,,40,1.54
ICN Pro-ISSNSportsNutritionist,kirriwoodfitnessprepnpose,N/A,2020-08-13 22:24:05 PDT,Photo,34,3,0,https://www.instagram.com/p/CD252BIloSP/,https://www.instagram.com/p/CD252BIloSP/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/117384351_383718069262324_4896117580907429445_n.jpg?_nc_cat=100&_nc_sid=8ae9d6&_nc_ohc=UQWVlHUfgEgAX_Zi5ZJ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=8de18ffd233f1b8f0389fe7866a4ff10&oe=5F6A406C,,Boom 💥 Checkmate #thegreatawakening #thegreatawakeningworldwide #fromdarktolight #darktolight #3Dchess #from3dto5d #wwg1wga #savethechildren #endchildtrafficking,"1. First had to party with the evil ones. 2. had them to think I'm like them. 3. had to gather much Intel. 4. THEY TRUSTED ME. 5. Some of you were fooled. 7. play THE FOOL FOR THE MEDIA. 8. They refuse to cover the good| do. 9. have powerfu people with me. 10. BOOM WILL PUNISH THEM They all will die, justice for the children 2020 GAME OVER! GET READY!",,,37,-1.81
Sasha Fiercely,fiercelysasha,N/A,2020-09-09 18:07:02 PDT,IGTV,33,1,596,https://www.instagram.com/tv/CE79r0-jRry/,https://www.instagram.com/tv/CE79r0-jRry/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/118969387_657334098247428_7607625562198057679_n.jpg?_nc_cat=108&_nc_sid=8ae9d6&_nc_ohc=m9BJBQh9-GAAX_uFEVV&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=a5f5262a3bd82d92ebe3ae9533bb369a&oe=5F994024,🙏🏻🙏🏻😢💜,"Repost from @helperase
•
A few years ago we presented a panel about child trafficking at a Social Media/Live Streaming conference in L.A. At first people were unsure what one had to do with the other. But as they learned they became more involved in the fight. We connected with many amazing people who continue to help and raise awareness today. 
This is also where we first met @danicamckellar. We are grateful that Danica has continued to raise awareness about a problem that effects families in our neighborhoods all across the country. 
Thank you @thevineproductions for capturing this moment for us. 
#helpERASE  #oneteamonefight #endchildtrafficking #endhumantrafficking #🚫#onlyfan",,,,34,-4.97
per ardua ad astra.,heavenvanilla,N/A,2020-07-30 08:38:58 PDT,Album,32,2,0,https://www.instagram.com/p/CDRYSYxnZEo/,https://www.instagram.com/p/CDRYSYxnZEo/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/109774347_741978459962585_1914377861468997501_n.jpg?_nc_cat=108&_nc_sid=8ae9d6&_nc_ohc=WoWJg_M4afcAX_GC3SD&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=ce7a68ae0302676294064c9f9c78c1e8&oe=5F8FF20D,,"Protests begin now, if other big movements can have the media’s attention and go trending for days and get conversations started: in the news, in social media,in schools, in billboards up in the streets, in everyday life. Then there’s no excuse, for the censorship and the silence,we need to speak up for the victims and bring justice for once. #endchildtrafficking  is the real epidemic #censorship #doyouknowwhereyourchildrenare #childabuseawareness #pizzagate🍕 #savethekids #humantrafficking",,,,34,1.03
Dawn @OhSweetMercy,ohsweetmercy,1275,2020-07-30 16:02:45 PDT,Album,28,4,0,https://www.instagram.com/p/CDSLEwZJeSP/,https://www.instagram.com/p/CDSLEwZJeSP/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/116253646_155585099462709_6977202386837113984_n.jpg?_nc_cat=103&_nc_sid=8ae9d6&_nc_ohc=8tERM053_-kAX_5l6C9&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=2e750e987854a64d4969d0ad3dda5e9c&oe=5F4A7197,,Attended a demonstration today to #riseup #getloud and raise awareness about #worldagainsthumantraffickingday . So sad that you aren't hearing much about this in the news. #themediaiscomplicit #endchildtrafficking #endhumantrafficking #whatifitwasyourchild,,,,32,1.6
piper,piper.n27,1714,2020-08-16 21:55:44 PDT,Photo,27,2,0,https://www.instagram.com/p/CD-k-54lRB2/,https://www.instagram.com/p/CD-k-54lRB2/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/117827490_669929323614400_2455977583152093658_n.jpg?_nc_cat=106&_nc_sid=8ae9d6&_nc_ohc=rk_oum7_15MAX_cl_3_&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=49cdf130b54ed702f71fa0414eb7da46&oe=5F5F06A3,,"⠀
#Repost // @sf_docmartin Special thanks to @voice_4_voiceless for helping raise awareness
• • • • •

#Repost @_paulajune_
・・・
✌🏻
#saveourchildren #savethechildren #savethekids #saveourkids #operationundergroundrailroad #endhumantrafficking #endchildtrafficking
-
⛩ While the media is directing your hate its also distracting you from the real danger out there. Distracting you from children being forced to have sex with adults.
-
⛩ Child slavery/prostitution is not a big deal until it affects you...?? Is that how it works...??
-
⛩ Imagine, being ignored while your child, your niece, and/or brother/sister is being sexually brutalized. Its not big deal. Or is it..?
-
⛩ When you travel,, do you know what to look for? Educate yourself on the dangers. Child trafficking happens under your nose every single day!!
-
⛩ It all starts with educating yourself and teaching your family and friends.
-
#stop_child_sex_traffiking #educate_yourself #stop_pedophilia #media_distracts_from_the_truth #open_your_eyes
⠀
#StopHumanTrafficking #StopChildPorn #StopChildAbuse #StopChildSexualAbuse #StopChildSexTrafficking #ChildrenNotForSale #StopChildMolestation #StopSexTrafficking #StopSexualTrafficking #StopSexualHarrassment #Disney #disneyworld #disneycruise #pedophelia #pedos #pedosexual #EndChildTrafficking",Teach your kids that safe adults don't ask children to keep secrets. ਸL ALAKdUP,,,29,3.22
